NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Age,Phases,Enrollment,Country,Start_year,Sponsor_type,trial_status_clean
NCT04063007,Epigenetics and Gut Microbiota in Children With Epilepsy,UNKNOWN,Epilepsy,OTHER: Ketogenic diet,Oslo University Hospital,CHILD,Not Specified,60,Norway,2017,Academic,Other
NCT02004340,Transcutaneous Auricular Vagus Nerve Stimulation for Pediatric Epilepsy,UNKNOWN,Epilepsy,DEVICE: ear vagus nerve stimulator,ChiNot Specified Academy of Chinese Medical Sciences,CHILD  ADULT,Not Specified,120,ChiNot Specified,2013,Government/Other,Other
NCT04144439,Effect of GABA on ADHD and Seizures in Children With Epilepsy.,RECRUITING,Epilepsy,DRUG: GABA,Sherief Abd-Elsalam,CHILD  ADULT,PHASE4,30,Egypt,2018,Government/Other,Recruiting
NCT02264652,High Definition Cathodal Transcranial Direct Current Stimulation for Treatment of Refractory Partial Onset Epilepsy,COMPLETED,Epilepsy,DEVICE: HD Transcranial Direct Stimulation,NYU Langone Health,CHILD  ADULT  OLDER_ADULT,PHASE1,1,United States,2014,Government/Other,Completed
NCT02408523,A Study to Assess the Safety and Efficacy of Lacosamide Versus Placebo (a Pill Without Active Medication) in Patients With Idiopathic Generalised Epilepsy Who Are Already Taking Anti-epileptic Medications,COMPLETED,Epilepsy,DRUG: Lacosamide Tablet|DRUG: Lasosamide Oral Solution|OTHER: Placebo Tablet|OTHER: Placebo Oral Solution,UCB BIOSCIENCES  Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,242,United States,2015,Industry,Completed
NCT04569708,Sleep Spindles and Memory in Rolandic Epilepsy,COMPLETED,Rolandic Epilepsy|Rolandic Epilepsy  Benign|Centrotemporal Epilepsy|Centrotemporal; EEG Spikes  Epilepsy of Childhood|Epilepsy; Seizure|Epilepsy,OTHER: Auditory stimulation,Massachusetts General Hospital,CHILD  ADULT,Not Specified,30,United States,2021,Academic,Completed
NCT03817229,Epilepsy Adherence in Children and Technology (eACT),COMPLETED,Epilepsy,BEHAVIORAL: Education microlearning sessions|BEHAVIORAL: Automated digital reminders|BEHAVIORAL: Problem-solving mHealth module|BEHAVIORAL: Individualized Adherence Feedback Report,Children's Hospital Medical Center  CincinNot Specifiedti,CHILD,Not Specified,268,United States,2019,Academic,Completed
NCT02205931,Ketogenic Diet in Infants With Epilepsy (KIWE),UNKNOWN,Epilepsy,OTHER: Ketogenic diet|DRUG: Antiepileptic drug therapy,University College  London,CHILD,PHASE4,160,United Kingdom,2015,Academic,Other
NCT02568813,Epilepsy and Mood Regulation Disorder in Children,UNKNOWN,Epilepsy,BEHAVIORAL: Multiscore Depression Inventory for Children scale,Hospices Civils de Lyon,CHILD,Not Specified,300,France,2015,Government/Other,Other
NCT00965575,Pilot Study of Melatonin and Epilepsy,COMPLETED,Epilepsy,DRUG: Melatonin|DRUG: Placebos,Children's Hospital Medical Center  CincinNot Specifiedti,CHILD,PHASE2,11,United States,2011,Academic,Completed
NCT02514291,Sleep Intervention for Pediatric Epilepsy,COMPLETED,Epilepsy,BEHAVIORAL: Sleep intervention,Not SpecifiedtioNot Specifiedl Taiwan University Hospital,CHILD,Not Specified,100,Taiwan,2015,Academic,Completed
NCT01498822,Levetiracetam Versus Oxcarbazepine as Monotherapy to Evaluate Efficacy and Safety in Subjects With Newly or Recently Diagnosed Partial Epilepsy,COMPLETED,Epilepsy,DRUG: Levetiracetam|DRUG: Oxcarbazepine,Korea UCB Co.  Ltd.,CHILD  ADULT  OLDER_ADULT,PHASE4,353,South Korea,2011,Industry,Completed
NCT02869698,Spectral DyNot Specifiedmic Imaging of Cognitive Functions in Epileptic Patients Explored Stereoelectroencephalography,COMPLETED,Epilepsy,PROCEDURE: Spectral DyNot Specifiedmic Imaging|DEVICE: Hybride electrode|DEVICE: Macro electrode,University Hospital  Grenoble,CHILD  ADULT  OLDER_ADULT,Not Specified,192,France,2009,Academic,Completed
NCT01947088,Effect of Music Therapy on Cognitive Recovery,WITHDRAWN,Epilepsy,BEHAVIORAL: Music Therapy,Seton Healthcare Family,CHILD,Not Specified,0,United States,2013,Government/Other,Other
NCT06424977,Biomarker Targeted Stimulation for Epileptiform Events,NOT_YET_RECRUITING,Epilepsy,DEVICE: Biomarker Targeted Stimulation (BTS),Cadence Neuroscience,CHILD  ADULT  OLDER_ADULT,Not Specified,40,,2025,Government/Other,Other
NCT03405714,A Study to Evaluate the Pharmacokinetics  Safety  and Tolerability of Intravenous Brivaracetam in Subjects >= 1 Month to < 16 Years of Age With Epilepsy,COMPLETED,Epilepsy,DRUG: Brivaracetam,UCB Biopharma S.P.R.L.,CHILD,PHASE2,50,United States,2018,Industry,Completed
NCT05439655,Acute Recording of Stereotyped High-Frequency Oscillations,ACTIVE_NOT_RECRUITING,Epilepsy,DEVICE: Brain Interchange System,Mayo Clinic,CHILD  ADULT  OLDER_ADULT,Not Specified,12,United States,2021,Government/Other,Other
NCT02983695,CanNot Specifiedbinoid Therapy for Pediatric Epilepsy,COMPLETED,Epilepsy,DRUG: TIL-TC150,The Hospital for Sick Children,CHILD  ADULT,PHASE1,20,CaNot Specifiedda,2017,Academic,Completed
NCT02799108,ANot Specifiedlysis of Lateralization of Language in Epileptic Children by Near-infrared Spectroscopy (NIRS),TERMINot SpecifiedTED,Epilepsy,DEVICE: NIRS|DEVICE: fMRI,Centre Hospitalier Universitaire  Amiens,CHILD  ADULT,Not Specified,4,France,2012,Academic,Other
NCT04144218,Evaluation of the Efficacy and Safety of Lacosamide in Pediatric Patients With Epilepsy,UNKNOWN,Epilepsy,DRUG: Lacosamide|DRUG: Placebo oral tablet,Second Affiliated Hospital  School of Medicine  Zhejiang University,CHILD  ADULT,PHASE4,300,ChiNot Specified,2019,Academic,Other
NCT02427607,An Open-label Extension Study to Evaluate the Safety and Tolerability of Perampanel (E2007) Administered as an Adjunctive Therapy in Epilepsy Subjects,COMPLETED,Epilepsy,DRUG: Perampanel,Eisai Co.  Ltd.,CHILD  ADULT  OLDER_ADULT,PHASE3,7,Japan,2015,Industry,Completed
NCT00181116,Levetiracetam for Benign Rolandic Epilepsy,COMPLETED,Epilepsy,DRUG: Levetiracetam,Johns Hopkins University,CHILD,PHASE4,6,United States,2005,Academic,Completed
NCT00210782,A Comparison of the Effectiveness and Safety of Topiramate and Phenytoin in Patients With New Onset Epilepsy Requiring Rapid Initiation of Antiepileptic Drug Treatment,COMPLETED,Epilepsy,DRUG: topiramate  phenytoin,Johnson & Johnson Pharmaceutical Research & Development  L.L.C.,CHILD  ADULT  OLDER_ADULT,PHASE3,262,,2004,Industry,Completed
NCT06634901,Health Literacy Project,NOT_YET_RECRUITING,Epilepsy,OTHER: Health Literacy EducatioNot Specifiedl Session- Comparator|BEHAVIORAL: Health Literacy EducatioNot Specifiedl Session,Duke University,CHILD  ADULT,Not Specified,60,Uganda,2026,Academic,Other
NCT06908226,A Study to Investigate LP352 in Children and Adults With Developmental and Epileptic Encephalopathy (DEE),ENROLLING_BY_INVITATION,Developmental and Epileptic Encephalopathy,DRUG: LP352,Longboard Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE3,324,United States,2025,Industry,Other
NCT06334952,Efficacy of PersonNot Specifiedlized Transcranial Direct Current Electrical Stimulation (tDCS) in Drug-resistant Epileptic,RECRUITING,Epilepsy|Drug Resistant Epilepsy,DEVICE: transcranial direct current stimulation,Assistance Publique Hopitaux De Marseille,CHILD  ADULT  OLDER_ADULT,Not Specified,60,France,2024,Government/Other,Recruiting
NCT05755919,FunctioNot Specifiedl Brain Mapping for Patients with Epilepsy,RECRUITING,Epilepsy,PROCEDURE: Epilepsy surgery,Wayne State University,CHILD  ADULT,Not Specified,80,United States,2022,Academic,Recruiting
NCT06701084,Molecular Genetic Mechanisms of Infantile Epilepsies and the Impact of Genetic Diagnosis,RECRUITING,NeoNot Specifiedtal Epilepsy|Infantile Epilepsy,GENETIC: Genomic Sequencing,Boston Children's Hospital,CHILD  ADULT  OLDER_ADULT,Not Specified,600,United States,2021,Academic,Recruiting
NCT00395694,Clinical Evaluation of BW430C in Epilepsy,COMPLETED,Epilepsy,DRUG: lamictal,GlaxoSmithKline,CHILD  ADULT  OLDER_ADULT,PHASE3,102,Japan,2006,Government/Other,Completed
NCT00048490,Transcranial Magnetic Stimulation to Treat Epilepsy,COMPLETED,Epilepsy,DEVICE: transcranial magnetic stimulation (TMS),Not SpecifiedtioNot Specifiedl Institute of Neurological Disorders and Stroke (NINDS),CHILD  ADULT  OLDER_ADULT,PHASE2,70,United States,2002,Academic,Completed
NCT01278966,Modified Atkins Diet in Children and Adolescents With Drug-resistant Epilepsy,COMPLETED,Epilepsy,OTHER: The Modified Atkins Diet,Oslo University Hospital,CHILD  ADULT,Not Specified,21,Norway,2009,Academic,Completed
NCT00564915,RCT of the Efficacy of the Ketogenic Diet in the Treatment of Epilepsy,COMPLETED,Epilepsy,DIETARY_SUPPLEMENT: Ketogenic diet,Institute of Child Health,CHILD,PHASE4,145,United Kingdom,2001,Academic,Completed
NCT02408549,Safety and Efficacy of Lacosamide as AdditioNot Specifiedl Therapy in Patients Suffering From Epileptic Tonic-Clonic Seizures,COMPLETED,Epilepsy,DRUG: Lacosamide Tablet|DRUG: Lacosamide Oral Solution,UCB BIOSCIENCES  Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,239,United States,2015,Industry,Completed
NCT02914314,Pharmacokinetic Study With an Oral Suspension of Perampanel as Adjunctive Therapy in Pediatric Subjects With Epilepsy,COMPLETED,Epilepsy,DRUG: perampanel,Eisai Inc.,CHILD,PHASE2,26,United States,2017,Industry,Completed
NCT04292093,Efficacy Study of a Neuropsychological Rehabilitation Intervention for Children With Non-symptomatic Epilepsy,UNKNOWN,Epilepsy,BEHAVIORAL: Home rehabilitation training|BEHAVIORAL: Home control activity,IRCCS Eugenio Medea,CHILD  ADULT,Not Specified,48,,2020,Government/Other,Other
NCT04715646,A Study to Test the Safety and Tolerability of Brivaracetam in Children and Adolescents With Seizures,RECRUITING,Epilepsy,DRUG: Brivaracetam,UCB Biopharma SRL,CHILD  ADULT  OLDER_ADULT,PHASE3,70,United States,2021,Industry,Recruiting
NCT00616148,Efficacy of YKP3089 in Patients With Photosensitive Epilepsy,COMPLETED,Epilepsy,DRUG: YKP3089|DRUG: Placebo,SK Life Science  Inc.,CHILD  ADULT,PHASE2,11,United States,2007,Industry,Completed
NCT04693221,Optimization of the Parameters of Vagal Nerve Stimulation,ACTIVE_NOT_RECRUITING,Epilepsy,OTHER: Choice of VNS set of parameters based on the lowest PLI|OTHER: EEG,Assistance Publique Hopitaux De Marseille,CHILD  ADULT  OLDER_ADULT,Not Specified,140,France,2021,Government/Other,Other
NCT00961441,Study Evaluating the Pharmacokinetics of Keppra Extended Release (XR) in Children and Adults With Epilepsy,COMPLETED,Epilepsy,DRUG: Keppra XR,UCB BIOSCIENCES  Inc.,CHILD  ADULT,PHASE2,25,United States,2009,Industry,Completed
NCT02465970,Effects of Transcranial Direct Current Stimulation (TDCS) in Drug-resistant Partial Epilepsy,COMPLETED,Epilepsy,DEVICE: STARSTIM|DEVICE: sham TDCS,Rennes University Hospital,CHILD  ADULT  OLDER_ADULT,PHASE2,5,France,2015,Academic,Completed
NCT01431963,Clinical Study of Lamotrigine to Treat Newly Diagnosed Epilepsy,COMPLETED,Epilepsy,DRUG: Lamictal,GlaxoSmithKline,CHILD  ADULT  OLDER_ADULT,PHASE3,70,Japan,2011,Government/Other,Completed
NCT00137709,Hormone Profiles in Adults With Newly Diagnosed Epilepsy,UNKNOWN,Epilepsy,DRUG: Sodium valproate|DRUG: Lamotrigine,Chinese University of Hong Kong,CHILD  ADULT,PHASE4,80,Hong Kong,2004,Academic,Other
NCT03916848,Novel Network ANot Specifiedlysis of Intracranial Stereoelectroencephalography,UNKNOWN,Epilepsy in Children|Focal Epilepsy|Epilepsy Intractable|Epilepsy  Focal|Intractable Epilepsy|Refractory Epilepsy|Epilepsies  Partial,PROCEDURE: Combined Micro-Macro SEEG Electrodes,Great Ormond Street Hospital for Children NHS Foundation Trust,CHILD  ADULT,Not Specified,20,United Kingdom,2019,Academic,Other
NCT02201251,A Study to Investigate the Safety of the Drugs Topiramate and Levetiracetam in Treating Children Recently Diagnosed With Epilepsy,COMPLETED,Epilepsy,DRUG: Topiramate|DRUG: Levetiracetam,Janssen Research & Development  LLC,CHILD,PHASE3,63,United States,2014,Government/Other,Completed
NCT00741559,Combined Role of Position Emission Tomography (PET) and Magnetoencephalography (MEG) in NonlesioNot Specifiedl Epilepsy,COMPLETED,Epilepsy,DEVICE: magnetoencephalography|DEVICE: Positron emission tomography (PET)|DEVICE: Magnetic resoNot Specifiednce imaging,The Hospital for Sick Children,CHILD  ADULT,PHASE3,59,CaNot Specifiedda,2008,Academic,Completed
NCT03222349,Pharmacokinetics and Safety Study of Diazepam Buccal Film (DBF) in Pediatric Subjects With Epilepsy,COMPLETED,Epilepsy,DRUG: Diazepam Buccal Film,Aquestive Therapeutics,CHILD,PHASE2,24,United States,2017,Industry,Completed
NCT01284530,Evaluation of the Pharmacokinetics  Safety  and Tolerability of TPM XR as Adjunctive Therapy in Pediatric Subjects With Epilepsy,COMPLETED,Epilepsy,DRUG: TPM XR,Supernus Pharmaceuticals  Inc.,CHILD,PHASE1/PHASE2,30,United States,2011,Industry,Completed
NCT00681239,Atkins Plus KetoCal for Childhood Epilepsy,COMPLETED,Epilepsy,DIETARY_SUPPLEMENT: Modified Atkins diet and KetoCal,Johns Hopkins University,CHILD,PHASE3,30,United States,2008,Academic,Completed
NCT00859794,An ExamiNot Specifiedtion of Cognitive and Sensorimotor Processes in Patients With Epilepsy,ENROLLING_BY_INVITATION,Epilepsy,OTHER: fMRI|OTHER: Neuropsychological Testing|OTHER: AdditioNot Specifiedl electrode implantation|OTHER: Electrical brain stimulation,Northwell Health,CHILD  ADULT  OLDER_ADULT,Not Specified,450,United States,2007,Government/Other,Other
NCT01550874,STEP: Enhanced Physical Activity in Children and Youth With Epilepsy,COMPLETED,Epilepsy,BEHAVIORAL: Physical activity behavior-change counselling,McMaster University,CHILD,Not Specified,122,CaNot Specifiedda,2012,Academic,Completed
NCT03428360,Safety and Tolerability Study of Diazepam Buccal Film (DBF) in Subjects With Epilepsy,COMPLETED,Epilepsy,DRUG: Diazepam Buccal Soluble Film 5  7.5 10  12.5 15 or 17.5 mg with individual dose determined according to age and weight category,Aquestive Therapeutics,CHILD  ADULT  OLDER_ADULT,PHASE3,149,United States,2018,Industry,Completed
NCT01364597,Open-label Long-term Study of Adjunctive Brivaracetam in Pediatric Subjects With Epilepsy,COMPLETED,Epilepsy,DRUG: Brivaracetam (BRV),UCB Pharma SA,CHILD,PHASE3,257,United States,2011,Industry,Completed
NCT01339559,Brivaracetam Safety and Efficacy Follow-up Study in Subjects With Epilepsy,COMPLETED,Epilepsy,DRUG: Brivaracetam,UCB BIOSCIENCES  Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,767,United States,2011,Industry,Completed
NCT01983163,Dietary Therapy in Children With Refractory Epilepsy,COMPLETED,Epilepsy,OTHER: Ketogenic diet (2.5 to 4:1)|OTHER: Modified Atkin's diet,All India Institute of Medical Sciences,CHILD  ADULT,PHASE2,30,India,2013,Academic,Completed
NCT00242606,Lamotrigine Versus Levetiracetam in the Initial Monotherapy of Epilepsy,COMPLETED,Epilepsy,DRUG: Lamotrigine|DRUG: Levetiracetam,Philipps University Marburg,CHILD  ADULT  OLDER_ADULT,PHASE3,409,Germany,2005,Academic,Completed
NCT02491476,"Recording ""Fast Ripples"" Using Microelectrodes During Stereo-encephalography in Patients With Drug-resistant Partial Epilepsy",COMPLETED,Epilepsy,DEVICE: intracerebral micro-macroelectrodes,University Hospital  Toulouse,CHILD  ADULT  OLDER_ADULT,Not Specified,54,France,2015,Academic,Completed
NCT00043914,Measurement Of Serum Levels Of Two Antiepileptic Drugs During Conversion In Patients With Epilepsy,COMPLETED,Epilepsy,DRUG: lamotrigine,GlaxoSmithKline,CHILD  ADULT  OLDER_ADULT,PHASE4,72,,2002,Government/Other,Completed
NCT06667232,Evaluating Modulation Effects of Burst Stimulation Patterns Using SEEG,RECRUITING,Epilepsy,OTHER: Single-pulse stimulation|OTHER: Paired-pulse stimulation|OTHER: Stepwise frequency stimulation|OTHER: Burst stimulation,Xuanwu Hospital  Beijing,CHILD  ADULT  OLDER_ADULT,Not Specified,20,ChiNot Specified,2025,Academic,Recruiting
NCT01964560,A Clinical Study to Investigate the Efficacy and Safety of Lacosamide as an Add on Therapy in Children With Epilepsy With Partial-onset Seizures,COMPLETED,Epilepsy,DRUG: Lacosamide|DRUG: Lacosamide,UCB BIOSCIENCES  Inc.,CHILD,PHASE3,540,United States,2014,Industry,Completed
NCT01846741,VNS Therapy Automatic Magnet Mode Outcomes Study in Epilepsy Patients Exhibiting Ictal Tachycardia (E-37),COMPLETED,Epilepsy,DEVICE: M106 VNS Therapy System,Cyberonics  Inc.,CHILD  ADULT  OLDER_ADULT,Not Specified,20,United States,2013,Industry,Completed
NCT05283811,Understanding Prefrontal and Medial Temporal NeuroNot Specifiedl Responses to Algorithmic Cognitive Variables in Epilepsy Patients,RECRUITING,Epilepsy,DEVICE: NEUROPACE RNS SYSTEM|BEHAVIORAL: EMU,Baylor College of Medicine,CHILD  ADULT,Not Specified,205,United States,2021,Government/Other,Recruiting
NCT00524134,P-glycoprotein Inhibition as Adjunct Treatment for Medically Refractory Epilepsy.,TERMINot SpecifiedTED,Epilepsy,DRUG: Carvedilol-CR,Columbia University,CHILD  ADULT  OLDER_ADULT,PHASE2/PHASE3,6,United States,2008,Academic,Other
NCT02110589,Tonicity Monitor For Epilepsy and Hypertonic Disorders,UNKNOWN,Epilepsy,DEVICE: Epidetect,Vikel Ltd,CHILD  ADULT  OLDER_ADULT,Not Specified,35,United Kingdom,2014,Industry,Other
NCT01728077,Evaluation of Long-term Safety  and Efficacy of Brivaracetam (BRV) Used as Adjunctive Treatment in Subjects With Epilepsy,COMPLETED,Epilepsy,DRUG: Brivaracetam,UCB Pharma SA,CHILD  ADULT  OLDER_ADULT,PHASE3,26,United States,2012,Industry,Completed
NCT00113165,Study Evaluating LAMICTAL Extended-Release Therapy Added To Current Seizure Treatments In Patients With Partial Seizures,COMPLETED,Epilepsy|Epilepsy  Partial,DRUG: LAMICTAL extended-release,GlaxoSmithKline,CHILD  ADULT  OLDER_ADULT,PHASE3,244,United States,2004,Government/Other,Completed
NCT01482026,Attention-Deficit Hyperactivity Disorder (ADHD) Rating Scale and Epilepsy,COMPLETED,Epilepsy,OTHER: ADHD Rating Scale-IV|OTHER: ADHD Rating Scale-IV,Hospices Civils de Lyon,CHILD,Not Specified,173,France,2011,Government/Other,Completed
NCT01969851,A Study to Investigate the Safety and Efficacy of Lacosamide Added to the Patients Current Therapy in Patients Aged 1 Month to Less Than 18 Years Old With Epilepsy Syndromes Associated With Generalized Seizures.,COMPLETED,Epilepsy,DRUG: Lacosamide,UCB Pharma,CHILD  ADULT,PHASE2,55,United States,2014,Industry,Completed
NCT03406702,CX-8998 for Absence Seizures,COMPLETED,Epilepsy,DRUG: CX-8998,Jazz Pharmaceuticals,CHILD  ADULT,PHASE2,7,United States,2018,Industry,Completed
NCT02021461,Double-blind Study in Paediatric Epileptic to Compare the Subject Preference for ESL Suspension Formulation With AlterNot Specifiedtive Flavours,COMPLETED,Epilepsy,DRUG: ESL BaNot SpecifiedNot Specified taste|DRUG: ESL Grape taste|DRUG: ESL Tutti-Frutti taste,Bial - Portela C S.A.,CHILD,PHASE2,38,Romania,2012,Government/Other,Completed
